,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS,2013.0000000000,Q2,2013 Q2,251456.0000000000,29149451.0000000000,1844.0000000000,251456.0000000000,21858981.0000000000,6971.0000000000,0.0000000000,0.0000000000,0.0000000000,191825.0000000000,116749983.0000000000,37190.0000000000,185953.0000000000,33304105.0000000000,10072.0000000000,0.0073332909,0.0277225439,0.0000000000,0.1938746253,0.0541642243,15807.7283080260,3135.7023382585,0.0000000000,3139.2842968540,3306.6029586974,115.9226703678,86.9296457432,0.0000000000,608.6275667927,179.0995843036,19716.6790648128,0.7208085570,0.0052858988,0.0199826469,0.0000000000,0.1397464889,0.0390420364,0.4267234709,0.5732765291,2323.4259632574,20.5000000000,27.3500000000,0.2575762352,0.8141382163,0.1858617837,0.0553815616,0.0676073776,0.9428803145,17.3850000000,#REF!,656190.6881963780,168614.1507172360,25.5697366652,2.1729609496,0.8651820721,0.0045800000,0.0407459751,Tort,Pure Comparative Fault,N,1963443.5000000000,156977.7805000000,12.5077797236
Missouri,MO,2013.0000000000,Q2,2013 Q2,643254.0000000000,66412888.0000000000,4879.0000000000,643254.0000000000,58486748.0000000000,20547.0000000000,0.0000000000,0.0000000000,0.0000000000,508102.0000000000,42838596.0000000000,29427.0000000000,508282.0000000000,72396664.0000000000,23114.0000000000,0.0075848732,0.0319422810,0.0000000000,0.0579155366,0.0454747561,13611.9877023980,2846.4860076897,0.0000000000,1455.7581812621,3132.1564419832,103.2452001853,90.9232558212,0.0000000000,84.3110162920,142.4340503894,16100.3986927649,0.8827080159,0.0066952283,0.0281957075,0.0000000000,0.0511225084,0.0401409318,0.5837537784,0.4162462216,3153.7280555004,21.8500000000,26.5500000000,0.3022203172,0.8832479043,0.1167520957,0.0487136464,0.0678501949,0.9094975329,10.7425000000,#REF!,753269.8833624800,131557.7856839250,17.8513457229,6.6508305535,3.8371053270,0.0059300000,0.0369139720,Tort,Pure Comparative Fault,N,4284463.0000000000,273592.5430000000,15.6600138038
Montana,MT,2013.0000000000,Q2,2013 Q2,114886.0000000000,9306145.0000000000,637.0000000000,114886.0000000000,7463636.0000000000,2516.0000000000,0.0000000000,0.0000000000,0.0000000000,81274.0000000000,5646234.0000000000,5266.0000000000,76419.0000000000,8869309.0000000000,2754.0000000000,0.0055446268,0.0218999704,0.0000000000,0.0647931688,0.0360381580,14609.3328100471,2966.4689984102,0.0000000000,1072.2054690467,3220.5188816267,81.0032989224,64.9655832739,0.0000000000,69.4715899304,116.0615684581,15688.6621631849,0.9058739896,0.0050227332,0.0198386136,0.0000000000,0.0586944463,0.0326460300,0.3034827065,0.6965172935,2635.8459769340,15.3750000000,21.5500000000,0.2402849899,0.8749728452,0.1250271548,0.0485178616,0.0681385520,0.8517693376,4.4750000000,#REF!,467264.7373542600,57765.4585920348,39.2116793543,11.6912603598,4.9075624954,0.0057200000,0.0426058947,Tort,Proportional Comparative Fault 51%,N,762264.0000000000,152901.8575000000,4.9853154989
Nebraska,NE,2013.0000000000,Q2,2013 Q2,244135.0000000000,22054499.0000000000,1408.0000000000,244135.0000000000,21173720.0000000000,7278.0000000000,0.0000000000,0.0000000000,0.0000000000,186553.0000000000,78722169.0000000000,28289.0000000000,185634.0000000000,22971287.0000000000,8130.0000000000,0.0057673009,0.0298113749,0.0000000000,0.1516405526,0.0437958564,15663.7066761364,2909.2772739764,0.0000000000,2782.7837321927,2825.4965559656,90.3373092756,86.7295553690,0.0000000000,421.9828627789,123.7450413179,14096.7077506865,1.0081751878,0.0058144496,0.0300550884,0.0000000000,0.1528802426,0.0441538957,0.4200824000,0.5799176000,2509.6343385687,17.4500000000,20.1500000000,0.2826189228,0.8342762323,0.1657237677,0.0536386470,0.0773040755,0.9051593676,4.1575000000,#REF!,566193.4361307840,63518.8477302248,38.2046758042,14.6075474143,3.8228228718,0.0072450000,0.0408715404,Tort,Proportional Comparative Fault 50%,N,1369062.5000000000,190738.4400000000,7.1776958016
Nevada,NV,2013.0000000000,Q2,2013 Q2,278286.0000000000,58676384.0000000000,3486.0000000000,278286.0000000000,29033007.0000000000,9529.0000000000,0.0000000000,0.0000000000,0.0000000000,220104.0000000000,9293828.0000000000,11940.0000000000,215406.0000000000,33632084.0000000000,10360.0000000000,0.0125266812,0.0342417513,0.0000000000,0.0542470832,0.0480952248,16832.0091795754,3046.8052261518,0.0000000000,778.3775544389,3246.3401544402,210.8492126805,104.3279467886,0.0000000000,42.2247119543,156.1334596065,14005.3562963835,1.0147511198,0.0127114638,0.0347468555,0.0000000000,0.0550472884,0.0488046833,0.7885577556,0.2114422444,3282.5161739998,23.6500000000,26.8750000000,0.3344709437,0.8740269923,0.1259730077,0.0327581338,0.0579443407,0.8891868878,2.0375000000,#REF!,964194.5285806330,81938.8777059564,25.1184311765,5.1224856236,4.0319767150,0.0058650000,0.0439905568,Tort,Proportional Comparative Fault 51%,N,1742077.5000000000,83766.8120000000,20.7967506272
New Hampshire,NH,2013.0000000000,Q2,2013 Q2,119866.0000000000,14207507.0000000000,702.0000000000,119866.0000000000,11587639.0000000000,4329.0000000000,0.0000000000,0.0000000000,0.0000000000,109404.0000000000,4212807.0000000000,6584.0000000000,103348.0000000000,15150588.0000000000,6286.0000000000,0.0058565398,0.0361153288,0.0000000000,0.0601806150,0.0608236250,20238.6139601140,2676.7472857473,0.0000000000,639.8552551640,2410.2112631244,118.5282482105,96.6716082959,0.0000000000,38.5068827465,146.5977861207,12133.6258748829,1.1712864012,0.0068596854,0.0423013935,0.0000000000,0.0704887359,0.0712418849,0.6011311089,0.3988688911,2809.2080170836,25.2000000000,28.6000000000,0.3037351551,0.8930978898,0.1069021102,0.0473506820,0.0641788527,0.8925103410,11.7075000000,#REF!,749274.7311306300,225628.8481494390,25.7699667456,6.2121694153,7.1171771979,0.0036750000,0.0373901637,Tort,Proportional Comparative Fault 51%,O,1063018.5000000000,33161.4440000000,32.0558567956
New Jersey,NJ,2013.0000000000,Q2,2013 Q2,924697.0000000000,161472203.0000000000,4661.0000000000,924697.0000000000,120547421.0000000000,35527.0000000000,924697.0000000000,170844463.0000000000,20496.0000000000,753510.0000000000,16313881.0000000000,21075.0000000000,711167.0000000000,139621667.0000000000,43884.0000000000,0.0050405700,0.0384201528,0.0221650984,0.0279691046,0.0617070252,34643.2531645570,3393.1213161821,8335.5026834504,774.0868801898,3181.6075790721,174.6217442038,130.3642393130,184.7572372355,21.6505169142,196.3275391012,12272.5661474799,1.1580260244,0.0058371113,0.0444915368,0.0256677608,0.0323889510,0.0714583411,0.9295762554,0.0704237446,4015.1114967653,30.7500000000,31.7000000000,0.3317992023,0.6801233332,0.3198766668,0.0321071298,0.0728770861,0.8015694016,12.3725000000,#REF!,944102.5280983910,434045.7181286190,36.6434673585,8.7091119086,5.0070794157,0.0040800000,0.0317783991,Choice No-Fault,Proportional Comparative Fault 51%,C,6060504.5000000000,85475.4810000000,70.9034266798
New Mexico,NM,2013.0000000000,Q2,2013 Q2,248358.0000000000,28842209.0000000000,2266.0000000000,248358.0000000000,21981314.0000000000,6950.0000000000,0.0000000000,0.0000000000,0.0000000000,171564.0000000000,10207646.0000000000,11329.0000000000,165682.0000000000,22824244.0000000000,7178.0000000000,0.0091239259,0.0279837976,0.0000000000,0.0660336667,0.0433239579,12728.2475728155,3162.7789928058,0.0000000000,901.0191543826,3179.7497910281,116.1315882718,88.5065671329,0.0000000000,59.4975985638,137.7593462175,17546.4504090498,0.8099615964,0.0073900296,0.0226658014,0.0000000000,0.0534847341,0.0350907421,0.4228028970,0.5771971030,2499.2664344318,20.4000000000,26.0500000000,0.2870199597,0.9203857503,0.0796142497,0.0212176494,0.0556578286,0.8996618900,2.0300000000,#REF!,224890.4574900320,115868.8835548120,16.8293621633,1.0129542605,1.0021059552,0.0057200000,0.0414035748,Tort,Pure Comparative Fault,N,1443487.5000000000,172128.5250000000,8.3861027683
New York,NY,2013.0000000000,Q2,2013 Q2,1775618.0000000000,324118263.0000000000,9141.0000000000,1775618.0000000000,247678064.0000000000,73686.0000000000,1775618.0000000000,224396669.0000000000,44440.0000000000,1453429.0000000000,73261834.0000000000,102940.0000000000,1326655.0000000000,287924688.0000000000,89935.0000000000,0.0051480668,0.0414987908,0.0250279058,0.0708256131,0.0677907972,35457.6373482114,3361.2635236001,5049.4299954996,711.6945210802,3201.4753766609,182.5382841354,139.4883719359,126.3766581551,50.4062007845,217.0305678568,11485.6405773279,1.2373668572,0.0063700472,0.0513492284,0.0309687011,0.0876372663,0.0838820856,0.7395949592,0.2604050408,5847.3447966865,32.7500000000,26.3500000000,0.2882072703,0.6875583190,0.3124416810,0.0298804521,0.0753058380,0.6012317878,10.9600000000,#REF!,894400.9056326500,249830.7327352330,26.2365265505,11.7446901018,3.1216398527,0.0028050000,0.0319837279,No-Fault,Pure Comparative Fault,C,11229700.0000000000,242509.4400000000,46.3062386355
North Carolina,NC,2013.0000000000,Q2,2013 Q2,1067022.0000000000,105530945.0000000000,10563.0000000000,1067022.0000000000,100242534.0000000000,34593.0000000000,0.0000000000,0.0000000000,0.0000000000,834177.0000000000,39360535.0000000000,45594.0000000000,771806.0000000000,104575720.0000000000,38584.0000000000,0.0098995147,0.0324201375,0.0000000000,0.0546574648,0.0499918373,9990.6224557417,2897.7693174920,0.0000000000,863.2832170900,2710.3390006220,98.9023141041,93.9460798372,0.0000000000,47.1848720356,135.4948264201,15568.4982587276,0.9128658878,0.0090369293,0.0295952376,0.0000000000,0.0498949351,0.0456358430,0.6446477540,0.3553522460,2391.4727952148,22.5500000000,26.3500000000,0.3083606381,0.8118245980,0.1881754020,0.0318465511,0.0630904751,0.9111771294,13.5425000000,#REF!,815677.0461610600,263608.5466391760,24.9765395385,7.2873999953,3.4607584388,0.0065350000,0.0388450918,Tort,Pure Contributory Negligence,N,6750297.5000000000,224981.5210000000,30.0037863999
North Dakota,ND,2013.0000000000,Q2,2013 Q2,72871.0000000000,2626548.0000000000,106.0000000000,72871.0000000000,5733499.0000000000,2062.0000000000,72871.0000000000,2891311.0000000000,567.0000000000,54297.0000000000,3800367.0000000000,2954.0000000000,54051.0000000000,6683209.0000000000,2565.0000000000,0.0014546253,0.0282965789,0.0077808730,0.0544044791,0.0474551812,24778.7547169811,2780.5523763337,5099.3139329806,1286.5155721056,2605.5395711501,36.0438034335,78.6801196635,39.6771143528,69.9922095143,123.6463525189,19852.8684765313,0.7158638562,0.0010413137,0.0202564981,0.0055700458,0.0389462002,0.0339714490,0.2492745146,0.7507254854,2263.9365774593,15.8500000000,20.8000000000,0.3326110697,0.9041324384,0.0958675616,0.0582962484,0.0764205678,0.8915867296,4.7750000000,#REF!,561656.5462159610,44140.6394211505,72.6951883235,3.3962884754,2.8101775119,0.0125850000,0.0366631516,No-Fault,Proportional Comparative Fault 50%,C,508322.5000000000,176253.0180000000,2.8840499060
Ohio,OH,2013.0000000000,Q2,2013 Q2,1131511.0000000000,99865591.0000000000,9346.0000000000,1131511.0000000000,96886206.0000000000,35519.0000000000,0.0000000000,0.0000000000,0.0000000000,985010.0000000000,49559718.0000000000,42438.0000000000,905009.0000000000,118150412.0000000000,43040.0000000000,0.0082597518,0.0313907686,0.0000000000,0.0430838266,0.0475575381,10685.3831585705,2727.7289901180,0.0000000000,1167.8146472501,2745.1303903346,88.2586125986,85.6255096062,0.0000000000,50.3139237165,130.5516431328,14060.4755839098,1.0107731349,0.0083487352,0.0317289456,0.0000000000,0.0435479744,0.0480698819,0.6981921385,0.3018078615,2656.2241603100,22.1500000000,26.7500000000,0.2945593940,0.7885510074,0.2114489926,0.0550994325,0.0729283550,0.9141906603,10.1025000000,#REF!,751662.5184857540,215307.4385771110,21.7992238673,3.8301458999,2.9678308358,0.0043300000,0.0386426351,Tort,Proportional Comparative Fault 51%,N,8018302.0000000000,262816.0450000000,30.5091799095
Oklahoma,OK,2013.0000000000,Q2,2013 Q2,422368.0000000000,44708005.0000000000,4044.0000000000,422368.0000000000,44133436.0000000000,13765.0000000000,0.0000000000,0.0000000000,0.0000000000,299651.0000000000,166220085.0000000000,46811.0000000000,294639.0000000000,50923318.0000000000,13691.0000000000,0.0095745890,0.0325900636,0.0000000000,0.1562184007,0.0464670325,11055.3919386746,3206.2067562659,0.0000000000,3550.8766101985,3719.4739609963,105.8508338700,104.4904822335,0.0000000000,554.7122652686,172.8329175703,19895.8170627061,0.7143185394,0.0068393064,0.0232796867,0.0000000000,0.1115896998,0.0331922628,0.5654737099,0.4345262901,2896.1084914892,19.4000000000,25.2000000000,0.3134117070,0.7660858843,0.2339141157,0.0614308102,0.0766529681,0.9287305578,7.0950000000,#REF!,711177.3187144070,106241.4420829120,27.5712372200,4.2388039400,2.1795205575,0.0056150000,0.0373302807,Tort,Proportional Comparative Fault 50%,N,2409332.5000000000,234478.5750000000,10.2752778159
Oregon,OR,2013.0000000000,Q2,2013 Q2,443630.0000000000,65724957.0000000000,5383.0000000000,443630.0000000000,37834244.0000000000,13564.0000000000,443630.0000000000,22873169.0000000000,8618.0000000000,382704.0000000000,12307784.0000000000,17064.0000000000,342493.0000000000,36993758.0000000000,13625.0000000000,0.0121339855,0.0305750287,0.0194260983,0.0445879844,0.0397818350,12209.7263607654,2789.3131819522,2654.1156880947,721.2719174871,2715.1382018349,148.1526429682,85.2833307035,51.5591123233,32.1600610393,108.0131798314,12065.1083989524,1.1779381100,0.0142930840,0.0360154916,0.0228827415,0.0525218861,0.0468605395,0.5948155176,0.4051844824,2813.3803858766,22.2500000000,25.2000000000,0.3480835028,0.7925791766,0.2074208234,0.0335926790,0.0725767060,0.8174837381,7.1650000000,#REF!,721927.6997840750,127968.2607225340,20.2951603394,8.3809379523,2.3034469971,0.0036650000,0.0403746782,Tort,Proportional Comparative Fault 51%,C,2771565.0000000000,134493.5930000000,20.6074128751
Pennsylvania,PA,2013.0000000000,Q2,2013 Q2,1660814.0000000000,157945492.0000000000,7796.0000000000,1660814.0000000000,169083103.0000000000,56421.0000000000,1660814.0000000000,92102506.0000000000,29596.0000000000,1430786.0000000000,77731801.0000000000,71097.0000000000,1330967.0000000000,217283970.0000000000,80304.0000000000,0.0046940837,0.0339718957,0.0178201773,0.0496908692,0.0603350797,20259.8116983068,2996.8115240779,3111.9916880660,1093.3204073308,2705.7677077107,95.1012527592,101.8073685554,55.4562437455,54.3280413703,163.2527102475,11134.3932682223,1.2764010254,0.0059915333,0.0433617625,0.0227456926,0.0634254764,0.0770117576,0.6355380181,0.3644619819,3511.2494235882,25.7500000000,27.2000000000,0.2791529494,0.7520299593,0.2479700407,0.0346340606,0.0823721917,0.8532778877,11.1600000000,#REF!,634462.7069239270,237526.6879843880,34.0106557248,14.2645619490,6.2724454999,0.0053450000,0.0393883846,Choice No-Fault,Proportional Comparative Fault 51%,C,8869588.5000000000,250130.3295000000,35.4598681325
Rhode Island,RI,2013.0000000000,Q2,2013 Q2,109559.0000000000,30179026.0000000000,1894.0000000000,108687.0000000000,17158994.0000000000,5136.0000000000,0.0000000000,0.0000000000,0.0000000000,84265.0000000000,4877454.0000000000,5257.0000000000,78380.0000000000,17048045.0000000000,5294.0000000000,0.0172874889,0.0472549615,0.0000000000,0.0623865187,0.0675427405,15934.0158394931,3340.9256230530,0.0000000000,927.8017880921,3220.2578390631,275.4591224820,157.8753116748,0.0000000000,57.8823236219,217.5050395509,10395.3527260470,1.3671446616,0.0236344982,0.0646043683,0.0000000000,0.0852913960,0.0923406971,0.8749947588,0.1250052412,3396.1345953519,23.5500000000,29.9500000000,0.3056313233,0.8725256192,0.1274743808,0.0323214232,0.0721018620,0.8805965823,11.9850000000,#REF!,640585.6751202430,364553.8443492940,39.0445547521,11.2822968968,3.1879750273,0.0034200000,0.0368704263,Tort,Pure Comparative Fault,N,749469.0000000000,13286.3555000000,56.4089226726
South Carolina,SC,2013.0000000000,Q2,2013 Q2,657268.0000000000,90971085.0000000000,7824.0000000000,657268.0000000000,66458129.0000000000,22920.0000000000,149053.0000000000,4364976.0000000000,2866.0000000000,518245.0000000000,37460221.0000000000,47085.0000000000,485870.0000000000,70229169.0000000000,24125.0000000000,0.0119038201,0.0348716201,0.0192280598,0.0908547116,0.0496531994,11627.1836656442,2899.5693280977,1523.0202372645,795.5871508973,2911.0536373057,138.4079021039,101.1126800635,29.2847242256,72.2828411273,144.5431267623,14020.4966578568,1.0136553170,0.0120663705,0.0353478031,0.0194906251,0.0920953615,0.0503312296,0.5327402596,0.4672597404,2852.8482535660,21.8000000000,27.6500000000,0.2763044929,0.8453837924,0.1546162076,0.0599592220,0.0622617401,0.9205301623,12.8150000000,#REF!,700798.7633680770,222611.0154005090,19.1939706041,7.2891409278,2.5871672522,0.0052650000,0.0385055867,Tort,Proportional Comparative Fault 51%,N,3496167.5000000000,140060.8550000000,24.9617746515
South Dakota,SD,2013.0000000000,Q2,2013 Q2,88090.0000000000,6388939.0000000000,352.0000000000,88090.0000000000,5298792.0000000000,2008.0000000000,0.0000000000,0.0000000000,0.0000000000,65207.0000000000,9560797.0000000000,5772.0000000000,65211.0000000000,6331064.0000000000,2318.0000000000,0.0039959133,0.0227948689,0.0000000000,0.0885181039,0.0355461502,18150.3948863636,2638.8406374502,0.0000000000,1656.4097366597,2731.2614322692,72.5274037916,60.1520263367,0.0000000000,146.6222491450,97.0858290779,15065.3348938192,0.9433544680,0.0037695626,0.0215036414,0.0000000000,0.0835039488,0.0335326196,0.2949807568,0.7050192432,1874.0076974650,14.9500000000,19.2000000000,0.2904811156,0.8136661315,0.1863338685,0.0649155906,0.0793675216,0.8841879230,4.1825000000,#REF!,386745.4363210720,40012.7371116141,53.5974270753,6.1350734534,4.3668369472,0.0100350000,0.0435769113,Tort,Pure Comparative Fault,O,605211.0000000000,167682.3185000000,3.6092714212
Tennessee,TN,2013.0000000000,Q2,2013 Q2,590222.0000000000,64127734.0000000000,4457.0000000000,590222.0000000000,56543249.0000000000,18221.0000000000,0.0000000000,0.0000000000,0.0000000000,480390.0000000000,25475691.0000000000,20879.0000000000,449311.0000000000,76135449.0000000000,24278.0000000000,0.0075513959,0.0308714348,0.0000000000,0.0434626033,0.0540338429,14388.0937850572,3103.1913177103,0.0000000000,1220.1585803918,3135.9852129500,108.6501926394,95.7999684864,0.0000000000,53.0312683445,169.4493324223,15495.8437990229,0.9171459889,0.0069257325,0.0283136126,0.0000000000,0.0398615523,0.0495569223,0.6326658575,0.3673341425,1999.9115164259,22.6500000000,28.5000000000,0.2943758389,0.9262937314,0.0737062686,0.0508882522,0.0690746517,0.9306574089,15.7075000000,#REF!,778511.1190003820,180827.9783624110,19.6076000795,4.0520577386,0.4510485156,0.0057900000,0.0393019155,Tort,Proportional Comparative Fault 50%,N,4589485.5000000000,202119.1020000000,22.7068369817
Texas,TX,2013.0000000000,Q2,2013 Q2,2225534.0000000000,247492098.0000000000,20820.0000000000,2225534.0000000000,305763835.0000000000,98101.0000000000,1375945.0000000000,43160705.0000000000,23686.0000000000,1777600.0000000000,264738985.0000000000,156803.0000000000,1737868.0000000000,345292000.0000000000,102961.0000000000,0.0093550582,0.0440797579,0.0172143509,0.0882105086,0.0592455814,11887.2285302594,3116.8268926922,1822.2032002027,1688.3540812357,3353.6193315916,111.2057142241,137.3889749606,31.3680452344,148.9305721197,198.6871269855,15711.5987720668,0.9045515476,0.0084621323,0.0398724133,0.0155712677,0.0797909520,0.0535906823,0.7023266189,0.2976733811,2824.5029467817,24.8500000000,28.9000000000,0.3422371205,0.7439095432,0.2560904568,0.0417553427,0.0546842352,0.9097915055,5.3275000000,#REF!,737071.0301753880,164516.3025369190,36.4733067708,8.5670566325,3.2052935054,0.0053350000,0.0338535120,Tort,Proportional Comparative Fault 51%,O,15349732.5000000000,675438.0815000000,22.7255953142
Utah,UT,2013.0000000000,Q2,2013 Q2,304258.0000000000,34981110.0000000000,2360.0000000000,304258.0000000000,29993995.0000000000,10098.0000000000,304258.0000000000,7033697.0000000000,4896.0000000000,251739.0000000000,11814230.0000000000,24096.0000000000,241861.0000000000,31503761.0000000000,10678.0000000000,0.0077565750,0.0331889383,0.0160916065,0.0957181843,0.0441493254,14822.5042372881,2970.2906516142,1436.6211192811,490.2983897742,2950.3428544671,114.9718659822,98.5807932741,23.1175416916,46.9304716393,130.2556468385,14636.9540797695,0.9709636928,0.0075313527,0.0322252541,0.0156243656,0.0929388817,0.0428673921,0.7242596498,0.2757403502,2959.6677706167,21.4000000000,24.3750000000,0.3643924464,0.8650245597,0.1349754403,0.0704713150,0.0521190807,0.8786921996,2.8600000000,#REF!,785836.8969433930,103258.3453543240,29.2783425918,16.0787493634,2.6754213615,0.0044150000,0.0371164853,No-Fault,Proportional Comparative Fault 50%,C,1788366.5000000000,97004.5900000000,18.4358956623
Vermont,VT,2013.0000000000,Q2,2013 Q2,53790.0000000000,5002231.0000000000,209.0000000000,53790.0000000000,3906294.0000000000,1519.0000000000,0.0000000000,0.0000000000,0.0000000000,44680.0000000000,2291015.0000000000,3200.0000000000,40874.0000000000,6048677.0000000000,2001.0000000000,0.0038854806,0.0282394497,0.0000000000,0.0716204118,0.0489553261,23934.1196172249,2571.6221198157,0.0000000000,715.9421875000,3022.8270864568,92.9955567949,72.6211935304,0.0000000000,51.2760743062,147.9834858345,13365.3246555057,1.0633449879,0.0041316063,0.0300282773,0.0000000000,0.0761572059,0.0520564007,0.2877827480,0.7122172520,3087.0906054659,18.8500000000,24.6000000000,0.2518674518,0.9529004676,0.0470995324,0.0370579226,0.0793631313,0.8441405716,11.6025000000,#REF!,669464.1769541430,192940.0404320440,42.7185415274,21.5153224993,8.8829163864,0.0046550000,0.0401917624,Tort,Proportional Comparative Fault 51%,N,536279.0000000000,29326.3930000000,18.2865652793
Virginia,VA,2013.0000000000,Q2,2013 Q2,1101037.0000000000,120635149.0000000000,9038.0000000000,1101037.0000000000,109349818.0000000000,39676.0000000000,0.0000000000,0.0000000000,0.0000000000,915813.0000000000,42484578.0000000000,54721.0000000000,865491.0000000000,129560679.0000000000,52582.0000000000,0.0082086251,0.0360351196,0.0000000000,0.0597512811,0.0607539535,13347.5491259128,2756.0696138724,0.0000000000,776.3852634272,2463.9739644745,109.5650273333,99.3152982143,0.0000000000,46.3900141186,149.6961597521,14516.5252099973,0.9790187926,0.0080363983,0.0352790593,0.0000000000,0.0584976271,0.0594792622,0.6919137606,0.3080862394,2871.2538364416,27.0500000000,30.3000000000,0.3521453076,0.7474583088,0.2525416912,0.0391037348,0.0588435454,0.8702521241,12.0550000000,#REF!,992336.1832761540,235882.6688132570,18.2072006945,20.6545056989,2.5388634444,0.0049150000,0.0323651628,Tort,Pure Contributory Negligence,O,5570622.5000000000,161805.1405000000,34.4279698580
Washington,WA,2013.0000000000,Q2,2013 Q2,692873.0000000000,107660915.0000000000,7505.0000000000,692873.0000000000,68995162.0000000000,23336.0000000000,639097.0000000000,32182588.0000000000,11116.0000000000,596058.0000000000,22212095.0000000000,36462.0000000000,538558.0000000000,72995221.0000000000,24759.0000000000,0.0108317109,0.0336800539,0.0173932908,0.0611718994,0.0459727643,14345.2251832112,2956.5976174152,2895.1590500180,609.1847677034,2948.2297750313,155.3833314330,99.5783671755,50.3563434033,37.2649893131,135.5382725723,10824.3939483515,1.3129558156,0.0142215578,0.0442204227,0.0228366224,0.0803160010,0.0603602083,0.7195460058,0.2804539942,2697.0884425770,25.5000000000,28.2750000000,0.3904302796,0.6894688182,0.3105311818,0.0375682655,0.0555773586,0.8285156117,10.9250000000,#REF!,764492.9701308450,135293.5776625920,67.1268130010,13.8922271190,5.1734011665,0.0056650000,0.0323850776,Tort,Pure Comparative Fault,O,5264759.5000000000,172442.3680000000,30.5305451384
West Virginia,WV,2013.0000000000,Q2,2013 Q2,211906.0000000000,25259027.0000000000,1673.0000000000,211906.0000000000,18033130.0000000000,5986.0000000000,0.0000000000,0.0000000000,0.0000000000,161389.0000000000,13401023.0000000000,9740.0000000000,144345.0000000000,25284345.0000000000,7119.0000000000,0.0078950101,0.0282483743,0.0000000000,0.0603510772,0.0493193391,15098.0436341901,3012.5509522219,0.0000000000,1375.8750513347,3551.6708807417,119.1992062518,85.0996668334,0.0000000000,83.0355414557,175.1660604801,16358.1878134307,0.8687973965,0.0068591642,0.0245421140,0.0000000000,0.0524328588,0.0428485134,0.4936247131,0.5063752869,3149.2994515432,21.4500000000,29.8000000000,0.2432238402,0.8038278120,0.1961721880,0.0496817729,0.0794000419,0.9226218136,11.4575000000,#REF!,780718.6959569560,143959.1848947350,40.4624635569,15.8513684700,2.2619371632,0.0048050000,0.0443783459,Tort,Proportional Comparative Fault 50%,N,1209361.0000000000,79809.6580000000,15.1530658107
Wisconsin,WI,2013.0000000000,Q2,2013 Q2,568506.0000000000,61525328.0000000000,2906.0000000000,568506.0000000000,36381223.0000000000,13067.0000000000,0.0000000000,0.0000000000,0.0000000000,498051.0000000000,28219974.0000000000,23076.0000000000,478507.0000000000,48284181.0000000000,18264.0000000000,0.0051116435,0.0229848058,0.0000000000,0.0463326045,0.0381687206,21171.8265657261,2784.2062447387,0.0000000000,1222.9144565783,2643.6805190539,108.2228296623,63.9944398124,0.0000000000,56.6608118446,100.9059031529,14412.9639965349,0.9860533189,0.0050403530,0.0226642440,0.0000000000,0.0456864184,0.0376363937,0.4781610827,0.5218389173,2316.6818569482,20.8000000000,24.6000000000,0.3068065376,0.6301534652,0.3698465348,0.0452227270,0.0752794933,0.8893607450,8.8350000000,#REF!,554532.3746874070,166307.8745018130,26.8760077057,3.6044133623,1.6704887237,0.0067750000,0.0392865551,Tort,Proportional Comparative Fault 51%,O,4114038.0000000000,237948.5525000000,17.2896113751
Wyoming,WY,2013.0000000000,Q2,2013 Q2,79654.0000000000,4522778.0000000000,341.0000000000,79654.0000000000,5067952.0000000000,1701.0000000000,0.0000000000,0.0000000000,0.0000000000,58820.0000000000,8488570.0000000000,5131.0000000000,56761.0000000000,7210531.0000000000,2200.0000000000,0.0042810154,0.0213548598,0.0000000000,0.0872322339,0.0387590071,13263.2785923754,2979.3956496179,0.0000000000,1654.3695186124,3277.5140909091,56.7802997966,63.6245762925,0.0000000000,144.3143488609,127.0331918042,22038.8742693729,0.6448582995,0.0027606483,0.0137708586,0.0000000000,0.0562524300,0.0249940674,0.3044463312,0.6955536688,2395.1024468548,15.5000000000,22.6000000000,0.3030591987,0.8006838618,0.1993161382,0.0515352791,0.0653981002,0.8759608482,2.9975000000,#REF!,444127.7988293710,121110.4947399750,42.5335465114,9.8341209105,5.0828084554,0.0095400000,0.0335866201,Tort,Proportional Comparative Fault 51%,N,421526.5000000000,59843.6920000000,7.0437916832
Alabama,AL,2013.0000000000,Q3,2013 Q3,687252.0000000000,58072716.0000000000,4422.0000000000,687252.0000000000,63131062.0000000000,19336.0000000000,0.0000000000,0.0000000000,0.0000000000,530053.0000000000,35267385.0000000000,31814.0000000000,510829.0000000000,91061347.0000000000,27649.0000000000,0.0064343210,0.0281352401,0.0000000000,0.0600204131,0.0541257446,13132.6811397558,3264.9494207696,0.0000000000,1108.5492236123,3293.4770516113,84.4998865045,91.8601357290,0.0000000000,66.5355822908,178.2618978171,16883.4205334272,0.8417696495,0.0054162162,0.0236833912,0.0000000000,0.0505233621,0.0455614091,0.5670185344,0.4329814656,2713.0240221312,21.8500000000,28.1750000000,0.2794913898,0.7829131795,0.2170868205,0.0554235896,0.0844565841,0.9486282192,15.6900000000,#REF!,672124.9943616450,178257.0479655280,16.9126456347,2.8100178063,3.5440619156,0.0000700000,0.0375553019,Tort,Pure Contributory Negligence,N,3851432.7500000000,212870.6780000000,18.0928288771
